ARTIST NAME,GENDER,NATIONALITY,BIRTH_YEAR,DEATH_YEAR,OBJECT_TITLE,OBJECT_DATE,MEDIUM,PRIMARY_MEDIUM,ACCESSION_NUMBER,ACCESSION_YEAR,STATUS
Dennis Ashbaugh,Male,American,1946-01-01T00:00:00Z,Null,er Faces Iran Spy Trial,1979-01-01T00:00:00Z,Oil and acrylic on canvas,Oil,"1,980.369",1980-01-01T00:00:00Z,Not on view
Graham Nickson,Male,British,1946-01-01T00:00:00Z,Null,Concordia,1972-01-01T00:00:00Z,Oil and acrylic on canvas,Oil,1986.68a-e,1986-01-01T00:00:00Z,Not on view
Leonid Lamm,Male,American,1928-01-01T00:00:00Z,Null,Untitled (Read My Lips,1990-01-01T00:00:00Z,Oil and acrylic on canvas,Oil,1993.495.1,1993-01-01T00:00:00Z,Not on view
Peter Saul,Male,American,1934-01-01T00:00:00Z,Null,View of San Francisco/ Number 2,1988-01-01T00:00:00Z,Oil and acrylic on canvas,Oil,"1,988.312",1988-01-01T00:00:00Z,Not on view
Sean Scully,Male,American,1945-01-01T00:00:00Z,Null,Red on Cream,1976-01-01T00:00:00Z,Oil and acrylic on canvas,Oil,1998.452.2,1998-01-01T00:00:00Z,Not on view
Theodoros Stamos,Male,American,1922-01-01T00:00:00Z,1997-01-01T00:00:00Z,"Cheops Sun, Box Number 2",1969-01-01T00:00:00Z,Oil and acrylic on canvas,Oil,"1,970.67",1970-01-01T00:00:00Z,Not on view
Mark Rothko,Male,American,1903-01-01T00:00:00Z,1970-01-01T00:00:00Z,Untitled,1949-01-01T00:00:00Z,Oil and acrylic with powdered pigments on canvas,Oil,1985.63.3,1985-01-01T00:00:00Z,Not on view
Mark Rothko,Male,American,1903-01-01T00:00:00Z,1970-01-01T00:00:00Z,No. 21,1949-01-01T00:00:00Z,Oil and acrylic with powdered pigments on canvas,Oil,1985.63.4,1985-01-01T00:00:00Z,On view in Gallery 921
Mark Rothko,Male,American,1903-01-01T00:00:00Z,1970-01-01T00:00:00Z,No. 13 (White/ Red on Yellow,1958-01-01T00:00:00Z,Oil and acrylic with powdered pigments on canvas,Oil,1985.63.5,1985-01-01T00:00:00Z,Not on view
Mark Rothko,Male,American,1903-01-01T00:00:00Z,1970-01-01T00:00:00Z,Untitled,1954-01-01T00:00:00Z,Oil and acrylic with powdered pigments on canvas,Oil,1986.257.3,1986-01-01T00:00:00Z,Not on view
David Reed,Male,American,1946-01-01T00:00:00Z,Null,Number 232,1986-01-01T00:00:00Z,Oil and alkyd on canvas,Oil,"1,987.333",1987-01-01T00:00:00Z,Not on view
Terry Winters,Male,American,1949-01-01T00:00:00Z,Null,Light Source Direction,1997-01-01T00:00:00Z,Oil and alkyd resin on canvas,Oil,"1,998.17",1998-01-01T00:00:00Z,On view in Gallery 915
Terry Winters,Male,American,1949-01-01T00:00:00Z,Null,Reflection Line Method,1997-01-01T00:00:00Z,Oil and alkyd resin on canvas,Oil,"1,998.86",1998-01-01T00:00:00Z,Not on view
Arthur Dove,Male,American,1880-01-01T00:00:00Z,1946-01-01T00:00:00Z,Reaching Waves,1929-01-01T00:00:00Z,Oil and aluminum paint on canvas,Oil,49.70.38,1949-01-01T00:00:00Z,On view in Gallery 912
Arthur Dove,Male,American,1880-01-01T00:00:00Z,1946-01-01T00:00:00Z,Landscape with Houses,1930-01-01T00:00:00Z,Oil and aluminum paint on paper,Oil,49.70.88,1949-01-01T00:00:00Z,Not on view
Julian Schnabel,Male,American,1951-01-01T00:00:00Z,Null,Ithaca,1983-01-01T00:00:00Z,Oil and broken dinnerware on wood,Oil,"1984.71a, f",1984-01-01T00:00:00Z,Not on view
Kurt Ferdinand Roesch,Male,American,1905-01-01T00:00:00Z,1984-01-01T00:00:00Z,Midtown Manhattan,1939-01-01T00:00:00Z,Oil and chalk on canvas,Oil,42.168,1942-01-01T00:00:00Z,Not on view
Jules Pascin,Male,American,1885-01-01T00:00:00Z,1930-01-01T00:00:00Z,Girl with a Kitten,1926-01-01T00:00:00Z,Oil and charcoal on canvas,Oil,1993.89.2,1993-01-01T00:00:00Z,Not on view
Ludwig Sander,Male,American,1906-01-01T00:00:00Z,1975-01-01T00:00:00Z,Untitled,1963-01-01T00:00:00Z,Oil and charcoal on canvas,Oil,"1,986.405",1986-01-01T00:00:00Z,Not on view
Pablo Picasso,Male,Spanish,1881-01-01T00:00:00Z,1973-01-01T00:00:00Z,Woman Asleep at a Table,1936-01-01T00:00:00Z,Oil and charcoal on canvas,Oil,1997.149.3,1997-01-01T00:00:00Z,On view in Gallery 901
Pablo Picasso,Male,Spanish,1881-01-01T00:00:00Z,1973-01-01T00:00:00Z,Pipe Rack and Still Life on a Table,1911-01-01T00:00:00Z,Oil and charcoal on canvas,Oil,1997.149.6,1997-01-01T00:00:00Z,On view in Gallery 908
Pablo Picasso,Male,Spanish,1881-01-01T00:00:00Z,1973-01-01T00:00:00Z,Head of a Woman,1927-01-01T00:00:00Z,Oil and charcoal on canvas,Oil,1999.363.66,1999-01-01T00:00:00Z,On view in Gallery 906
Raymond Saunders,Male,American,1934-01-01T00:00:00Z,Null,Something about Something,1963-01-01T00:00:00Z,Oil and charcoal on canvas,Oil,"1,994.366",1994-01-01T00:00:00Z,Not on view
Stephen Greene,Male,American,1917-01-01T00:00:00Z,1999-01-01T00:00:00Z,Interior Street,1971-01-01T00:00:00Z,Oil and charcoal on canvas,Oil,"1,994.487",1994-01-01T00:00:00Z,Not on view
Willem de Kooning,Male,American,1904-01-01T00:00:00Z,1997-01-01T00:00:00Z,Two Standing Men,1938-01-01T00:00:00Z,Oil and charcoal on canvas,Oil,"1,984.612",1984-01-01T00:00:00Z,Not on view
Willem de Kooning,Male,American,1904-01-01T00:00:00Z,1997-01-01T00:00:00Z,Woman,1944-01-01T00:00:00Z,Oil and charcoal on canvas,Oil,1984.613.2,1984-01-01T00:00:00Z,On view in Gallery 913
William Baziotes,Male,American,1912-01-01T00:00:00Z,1963-01-01T00:00:00Z,The Flesh Eaters,1952-01-01T00:00:00Z,Oil and charcoal on canvas,Oil,"1,995.234",1995-01-01T00:00:00Z,On view in Gallery 913
Elaine de Kooning,Female,American,1920-01-01T00:00:00Z,1989-01-01T00:00:00Z,Self-Portrait,1946-01-01T00:00:00Z,Oil and charcoal on canvas,Oil,"1,994.411",1994-01-01T00:00:00Z,Not on view
Willem de Kooning,Male,American,1904-01-01T00:00:00Z,1997-01-01T00:00:00Z,Untitled,1946-01-01T00:00:00Z,Oil and charcoal on composition board,Oil,2006.32.32,2006-01-01T00:00:00Z,Not on view
Frances Barth,Male,American,1946-01-01T00:00:00Z,Null,Untitled/ Number 500,1979-01-01T00:00:00Z,Oil and charcoal on paper,Oil,"1,992.91",1992-01-01T00:00:00Z,Not on view
Willem de Kooning,Male,American,1904-01-01T00:00:00Z,1997-01-01T00:00:00Z,Judgment Day,1946-01-01T00:00:00Z,Oil and charcoal on paper,Oil,1984.613.4,1984-01-01T00:00:00Z,Not on view
Marsden Hartley,Male,American,1877-01-01T00:00:00Z,1943-01-01T00:00:00Z,The Virgin of Guadalupe,1918-01-01T00:00:00Z,Oil and charcoal on paperboard,Oil,49.70.44,1949-01-01T00:00:00Z,On view in Gallery 912
Marsden Hartley,Male,American,1877-01-01T00:00:00Z,1943-01-01T00:00:00Z,Still Life No. 16,1920-01-01T00:00:00Z,Oil and charcoal on paperboard,Oil,49.70.45,1949-01-01T00:00:00Z,Not on view
Marsden Hartley,Male,American,1877-01-01T00:00:00Z,1943-01-01T00:00:00Z,Movement No. 5/ Provincetown Houses,1916-01-01T00:00:00Z,Oil and charcoal on paperboard (Beaver Board,Oil,49.70.43,1949-01-01T00:00:00Z,On view in Gallery 772
Georges Braque,Male,French,1882-01-01T00:00:00Z,1963-01-01T00:00:00Z,Still Life with Banderillas,1911-01-01T00:00:00Z,Oil and charcoal with sand on canvas,Oil,1999.363.11,1999-01-01T00:00:00Z,Not on view
John Day,Male,American,1932-01-01T00:00:00Z,1982-01-01T00:00:00Z,Erebos Pradella II,1976-01-01T00:00:00Z,Oil and collage on canvas,Oil,"1,978.371",1978-01-01T00:00:00Z,Not on view
Cy Twombly,Male,American,1928-01-01T00:00:00Z,2011-01-01T00:00:00Z,Untitled,1970-01-01T00:00:00Z,Oil and crayon on canvas,Oil,"1,984.7",1984-01-01T00:00:00Z,Not on view
Jan Groth,Male,Norwegian,1938-01-01T00:00:00Z,Null,Untitled,1973-01-01T00:00:00Z,Oil and crayon paper,Oil,"1,973.339",1973-01-01T00:00:00Z,Not on view
Salvador Dali,Male,Spanish,1904-01-01T00:00:00Z,1989-01-01T00:00:00Z,The Accommodations of Desire,1929-01-01T00:00:00Z,Oil and cut pasted printed paper on cardboard,Oil,1999.363.16,1999-01-01T00:00:00Z,On view in Gallery 907
Mark Kostabi,Male,American,1960-01-01T00:00:00Z,Null,Requiem,1987-01-01T00:00:00Z,Oil and enamel on canvas,Oil,1988.73.2,1988-01-01T00:00:00Z,Not on view
Helen Frankenthaler,Female,American,1928-01-01T00:00:00Z,2011-01-01T00:00:00Z,Take Off,1956-01-01T00:00:00Z,Oil and enamel on canvas,Oil,2006.32.17,2006-01-01T00:00:00Z,Not on view
Judit Reigl,Female,French,1923-01-01T00:00:00Z,Null,Guano-Menhir,1958-01-01T00:00:00Z,Oil and enamel on canvas,Oil,"2,009.164",2009-01-01T00:00:00Z,Not on view
Earl Kerkam,Male,American,1891-01-01T00:00:00Z,1965-01-01T00:00:00Z,Figure,1950-01-01T00:00:00Z,Oil and enamel on cardboard,Oil,2006.32.27,2006-01-01T00:00:00Z,Not on view
Willem de Kooning,Male,American,1904-01-01T00:00:00Z,1997-01-01T00:00:00Z,Untitled,1949-01-01T00:00:00Z,Oil and enamel on paper,Oil,2006.32.31,2006-01-01T00:00:00Z,Not on view
Willem de Kooning,Male,American,1904-01-01T00:00:00Z,1997-01-01T00:00:00Z,Black Untitled,1948-01-01T00:00:00Z,Oil and enamel on paper/ mounted on wood,Oil,1984.613.7,1984-01-01T00:00:00Z,On view in Gallery 920
Glenn Goldberg,Male,American,1953-01-01T00:00:00Z,Null,Second Winter,1985-01-01T00:00:00Z,Oil and enamel on wood,Oil,"1,986.222",1986-01-01T00:00:00Z,Not on view
Judy Ledgerwood,Female,American,1959-01-01T00:00:00Z,Null,Copse,1988-01-01T00:00:00Z,Oil and encaustic on canvas,Oil,"1,990.1",1990-01-01T00:00:00Z,Not on view
Dorothy Eisner,Female,American,1906-01-01T00:00:00Z,1984-01-01T00:00:00Z,Walker Evans,1944-01-01T00:00:00Z,Oil and encaustic on Masonite,Oil,"1,988.429",1988-01-01T00:00:00Z,Not on view
Robert Helm,Male,American,1943-01-01T00:00:00Z,2008-01-01T00:00:00Z,Thursday,1984-01-01T00:00:00Z,Oil and gesso on ash-laminated wood,Oil,"1,984.375",1984-01-01T00:00:00Z,Not on view
Kay WalkingStick,Female,American,1935-01-01T00:00:00Z,Null,Wallowa Mountains Memory/ Variation,2004-01-01T00:00:00Z,Oil and gold leaf on wood panel,Oil,2008.175a/ b,2008-01-01T00:00:00Z,Not on view
Sue Coe,Female,British,1951-01-01T00:00:00Z,Null,U.S. Military Successfully Bombs A Mental Hospital in Grenada,1984-01-01T00:00:00Z,Oil and gouache on paper,Oil,1985.157.1,1985-01-01T00:00:00Z,Not on view
Paul Klee,Male,German,1879-01-01T00:00:00Z,1940-01-01T00:00:00Z,Static Dynamic Gradation,1923-01-01T00:00:00Z,Oil and gouache on paper bordered with gouache/ watercolor/ and ink/ mounted on cardboard,Oil,1987.455.12,1987-01-01T00:00:00Z,Not on view
Robert Ryman,Male,American,1930-01-01T00:00:00Z,Null,Versions IV,1991-01-01T00:00:00Z,Oil and graphite on acrylic resin sheet with embedded fiberglass (Lumasite) and wax paper,Oil,"2,013.517",2013-01-01T00:00:00Z,On view in Gallery 915
Chuck Close,Male,American,1940-01-01T00:00:00Z,Null,Lucas I,1986-01-01T00:00:00Z,Oil and graphite on canvas,Oil,"1,987.282",1987-01-01T00:00:00Z,On view in Gallery 915
Giorgio de Chirico,Male,Italian,1888-01-01T00:00:00Z,1978-01-01T00:00:00Z,Ariadne,1913-01-01T00:00:00Z,Oil and graphite on canvas,Oil,1996.403.10,1996-01-01T00:00:00Z,On view in Gallery 901
Juan Gris,Male,Spanish,1887-01-01T00:00:00Z,1927-01-01T00:00:00Z,Still Life with Checked Tablecloth,1915-01-01T00:00:00Z,Oil and graphite on canvas,Oil,"2,014.463",2014-01-01T00:00:00Z,On view in Gallery 199
Jules Pascin,Male,American,1885-01-01T00:00:00Z,1930-01-01T00:00:00Z,The Foolish Virgins,1909-01-01T00:00:00Z,Oil and graphite on canvas,Oil,1984.433.21,1984-01-01T00:00:00Z,Not on view
Niles Spencer,Male,American,1893-01-01T00:00:00Z,1952-01-01T00:00:00Z,Universalist Church/ Provincetown,1926-01-01T00:00:00Z,Oil and graphite on canvas,Oil,1995.226.3,1995-01-01T00:00:00Z,Not on view
Richmond Burton,Male,American,1960-01-01T00:00:00Z,Null,Sapphire Skin,1993-01-01T00:00:00Z,Oil and graphite on canvas,Oil,1993.417a-c,1993-01-01T00:00:00Z,Not on view
Will Barnet,Male,American,1911-01-01T00:00:00Z,2012-01-01T00:00:00Z,Ruth Bowman,1967-01-01T00:00:00Z,Oil and graphite on canvas,Oil,"1,998.135",1998-01-01T00:00:00Z,Not on view
William Anthony,Male,American,1934-01-01T00:00:00Z,Null,Magritteing of Minds,1985-01-01T00:00:00Z,Oil and graphite on canvas,Oil,"1,993.207",1993-01-01T00:00:00Z,Not on view
Bob Thompson,Male,American,1937-01-01T00:00:00Z,1966-01-01T00:00:00Z,Parnassus,1964-01-01T00:00:00Z,Oil and graphite on canvas,Oil,1977.137.1,1977-01-01T00:00:00Z,Not on view
Saul Steinberg,Male,American,1914-01-01T00:00:00Z,Null,"Sarat 1914-1999, The Elephant Table",1975-01-01T00:00:00Z,Oil and graphite on canvas/ colored pencil and graphite on paper and wood,Oil,"1,987.77",1987-01-01T00:00:00Z,Not on view
Mario Mart√≠n del Campo,Male,Mexican,1945-01-01T00:00:00Z,Null,Self-Portrait,1987-01-01T00:00:00Z,Oil and graphite on Masonite,Oil,1990.30.3,1990-01-01T00:00:00Z,Not on view
Marc Chagall,Male,French,1887-01-01T00:00:00Z,1985-01-01T00:00:00Z,The Village Idiot,1914-01-01T00:00:00Z,Oil and graphite on paper,Oil,1984.433.61,1984-01-01T00:00:00Z,Not on view
Richard Pousette-Dart,Male,American,1916-01-01T00:00:00Z,1992-01-01T00:00:00Z,Untitled,1976-01-01T00:00:00Z,Oil and graphite on paper,Oil,"1,978.26",1978-01-01T00:00:00Z,Not on view
Lee Krasner,Female,American,1908-01-01T00:00:00Z,1984-01-01T00:00:00Z,Self-Portrait,1929-01-01T00:00:00Z,Oil and graphite on paper,Oil,1997.403.2,1997-01-01T00:00:00Z,Not on view
Niles Spencer,Male,American,1893-01-01T00:00:00Z,1952-01-01T00:00:00Z,Provincetown Corner,1926-01-01T00:00:00Z,Oil and graphite on paper board,Oil,1995.547.1,1995-01-01T00:00:00Z,Not on view
Jack Tworkov,Male,American,1900-01-01T00:00:00Z,1982-01-01T00:00:00Z,"Untitled (Q3, 80 OOP.No.3)",1980-01-01T00:00:00Z,Oil and graphite on prepared paper,Oil,"1,992.78",1992-01-01T00:00:00Z,Not on view
Jake Berthot,Male,American,1939-01-01T00:00:00Z,Null,Reece's Meadow,1997-01-01T00:00:00Z,Oil and graphite on wood,Oil,1998.18.1,1998-01-01T00:00:00Z,Not on view
Paul Klee,Male,German,1879-01-01T00:00:00Z,1940-01-01T00:00:00Z,One Who Understands,1934-01-01T00:00:00Z,Oil and gypsum on canvas,Oil,1999.363.31,1999-01-01T00:00:00Z,On view in Gallery 906
Joe Brainard,Male,American,1942-01-01T00:00:00Z,1994-01-01T00:00:00Z,Nude with Tattoo,1974-01-01T00:00:00Z,Oil and ink on canvas,Oil,1997.404.22,1997-01-01T00:00:00Z,Not on view
Paul Klee,Male,German,1879-01-01T00:00:00Z,1940-01-01T00:00:00Z,"Redgreen and Violet, Yellow Rhythms",1920-01-01T00:00:00Z,Oil and ink on cardboard,Oil,1984.315.19,1984-01-01T00:00:00Z,On view in Gallery 912
Joan Miró,Male,Spanish,1893-01-01T00:00:00Z,1983-01-01T00:00:00Z,Untitled,1931-01-01T00:00:00Z,Oil and ink on wood,Oil,1999.363.51,1999-01-01T00:00:00Z,On view in Gallery 906
Robert Goodnough,Male,American,1917-01-01T00:00:00Z,2010-01-01T00:00:00Z,Victory of Anghiari,1967-01-01T00:00:00Z,Oil and liquitex on canvas,Oil,69.272.2,1969-01-01T00:00:00Z,Not on view
Robert Motherwell,Male,American,1915-01-01T00:00:00Z,1991-01-01T00:00:00Z,Elegy to the Spanish Republic/ No. 35,1954-01-01T00:00:00Z,Oil and Magna on canvas,Oil,2006.32.46,2006-01-01T00:00:00Z,On view in Gallery 920
Roy Lichtenstein,Male,American,1923-01-01T00:00:00Z,1997-01-01T00:00:00Z,Stepping Out,1978-01-01T00:00:00Z,Oil and Magna on canvas,Oil,"1,980.42",1980-01-01T00:00:00Z,On view in Gallery 924
Barnett Newman,Male,American,1905-01-01T00:00:00Z,1970-01-01T00:00:00Z,Concord,1949-01-01T00:00:00Z,Oil and masking tape on canvas,Oil,68.178,1968-01-01T00:00:00Z,On view in Gallery 921
Alfred Leslie,Male,American,1927-01-01T00:00:00Z,Null,The Lady's Flowers,1953-01-01T00:00:00Z,Oil and newspaper on canvas,Oil,2006.32.37,2006-01-01T00:00:00Z,Not on view
Willem de Kooning,Male,American,1904-01-01T00:00:00Z,1997-01-01T00:00:00Z,Easter Monday,1955-01-01T00:00:00Z,Oil and newspaper transfer on canvas,Oil,56.205.2,1956-01-01T00:00:00Z,On view in Gallery 922
Vaclav Vytlacil,Male,American,1892-01-01T00:00:00Z,1984-01-01T00:00:00Z,Rocky Mountains,1953-01-01T00:00:00Z,Oil and oil crayon on paper,Oil,53.173,1953-01-01T00:00:00Z,Not on view
Oliver Jackson,Male,American,1935-01-01T00:00:00Z,Null,Untitled No. 8,1985-01-01T00:00:00Z,Oil and oil stick on canvas,Oil,"1,988.427",1988-01-01T00:00:00Z,Not on view
Melissa Meyer,Female,American,1947-01-01T00:00:00Z,Null,Untitled,1985-01-01T00:00:00Z,Oil and oil stick on paper,Oil,1987.183.1,1987-01-01T00:00:00Z,Not on view
Jim Dine,Male,American,1935-01-01T00:00:00Z,Null,Head (Hiding Face,1959-01-01T00:00:00Z,Oil and pasted cloth on gesso board,Oil,"1,979.552",1979-01-01T00:00:00Z,Not on view
Franz Kline,Male,American,1910-01-01T00:00:00Z,1962-01-01T00:00:00Z,Black Reflections,1959-01-01T00:00:00Z,Oil and pasted paper on paper/ mounted on Masonite,Oil,64.146,1964-01-01T00:00:00Z,Not on view
Adam Cvijanovic,Male,American,1960-01-01T00:00:00Z,Null,Private Joke,1984-01-01T00:00:00Z,Oil and pastel on paper,Oil,"1,984.414",1984-01-01T00:00:00Z,Not on view
Jan Murray,Male,Australian,1957-01-01T00:00:00Z,Null,Leap,1983-01-01T00:00:00Z,Oil and pastel on paper,Oil,"1,984.389",1984-01-01T00:00:00Z,Not on view
Loren MacIver,Female,American,1909-01-01T00:00:00Z,1998-01-01T00:00:00Z,Hearth,1957-01-01T00:00:00Z,Oil and plaster on Masonite,Oil,"1,993.28",1993-01-01T00:00:00Z,Not on view
George L.K. Morris,Male,American,1905-01-01T00:00:00Z,1975-01-01T00:00:00Z,Indian Composition,1938-01-01T00:00:00Z,Oil and sand on canvas,Oil,1985.440.3,1985-01-01T00:00:00Z,Not on view
Georges Braque,Male,French,1882-01-01T00:00:00Z,1963-01-01T00:00:00Z,Woman Carrying a Basket of Fruit,1923-01-01T00:00:00Z,Oil and sand on canvas,Oil,1984.433.5,1984-01-01T00:00:00Z,Not on view
Javier Aróvalo,Male,Mexican,1937-01-01T00:00:00Z,Null,The Good Fortune,1989-01-01T00:00:00Z,Oil and sand on canvas,Oil,1990.30.4,1990-01-01T00:00:00Z,Not on view
Joseph Glasco,Male,American,1925-01-01T00:00:00Z,1996-01-01T00:00:00Z,Male Cat,1951-01-01T00:00:00Z,Oil and sand on canvas,Oil,54.184.3,1954-01-01T00:00:00Z,Not on view
Miguel Castro Leñero,Male,Mexican,1956-01-01T00:00:00Z,Null,Tree of Signs,1987-01-01T00:00:00Z,Oil and sand on canvas,Oil,1990.30.7,1990-01-01T00:00:00Z,Not on view
Pablo Picasso,Male,Spanish,1881-01-01T00:00:00Z,1973-01-01T00:00:00Z,Still Life with Mandolin and Galette,1924-01-01T00:00:00Z,Oil and sand on canvas,Oil,1999.363.65,1999-01-01T00:00:00Z,Not on view
Rufino Tamayo,Male,Mexican,1899-01-01T00:00:00Z,1991-01-01T00:00:00Z,Torso of a Man,1969-01-01T00:00:00Z,Oil and sand on canvas,Oil,"1,994.395",1994-01-01T00:00:00Z,Not on view
Susana Sierra,Female,Mexican,1942-01-01T00:00:00Z,Null,Homage to Paul Valery,1987-01-01T00:00:00Z,Oil and sand on canvas,Oil,"1,990.29",1990-01-01T00:00:00Z,Not on view
Clifton Pugh,Male,Australian,1924-01-01T00:00:00Z,1990-01-01T00:00:00Z,Wild Dog,1964-01-01T00:00:00Z,Oil and sand on Masonite,Oil,"1,987.296",1987-01-01T00:00:00Z,Not on view
James G. Davis,Male,American,1931-01-01T00:00:00Z,Null,Garage Dog,1984-01-01T00:00:00Z,Oil and silver foil on canvas,Oil,"1,984.254",1984-01-01T00:00:00Z,Not on view
Katherine Bowling,Female,American,1955-01-01T00:00:00Z,Null,North Carolina,1987-01-01T00:00:00Z,Oil and spackle on wood,Oil,"1,988.12",1988-01-01T00:00:00Z,Not on view
Hedda Sterne,Female,American,1910-01-01T00:00:00Z,2011-01-01T00:00:00Z,Third Avenue El,1952-01-01T00:00:00Z,Oil and spray enamel on canvas,Oil,64.123.4,1964-01-01T00:00:00Z,Not on view
John Walker,Male,British,1939-01-01T00:00:00Z,Null,Cultures Oceania VII,1982-01-01T00:00:00Z,Oil and synthetic resin on canvas,Oil,"1,983.172",1983-01-01T00:00:00Z,Not on view
Francis Bacon,Male,British,1909-01-01T00:00:00Z,1992-01-01T00:00:00Z,Head I,1947-01-01T00:00:00Z,Oil and tempera on board,Oil,2007.247.1,2007-01-01T00:00:00Z,Not on view
Rico Lebrun,Male,American,1900-01-01T00:00:00Z,1964-01-01T00:00:00Z,The Bull Ring,1943-01-01T00:00:00Z,Oil and tempera on canvas,Oil,44.160.3,1944-01-01T00:00:00Z,Not on view
Kenneth Hayes Miller,Male,American,1876-01-01T00:00:00Z,1952-01-01T00:00:00Z,The Fitting Room,1931-01-01T00:00:00Z,Oil and tempera on canvas/ mounted on Masonite,Oil,31.117,1931-01-01T00:00:00Z,Not on view
Isabel Bishop,Female,American,1902-01-01T00:00:00Z,1988-01-01T00:00:00Z,Two Girls,1935-01-01T00:00:00Z,Oil and tempera on Masonite,Oil,36.27,1936-01-01T00:00:00Z,Not on view
O. Louis Guglielmi,Male,American,1906-01-01T00:00:00Z,1956-01-01T00:00:00Z,One Third of a Nation,1939-01-01T00:00:00Z,Oil and tempera on wood,Oil,43.47.10,1943-01-01T00:00:00Z,On view in Gallery 902
Pietro Annigoni,Male,Italian,1910-01-01T00:00:00Z,1988-01-01T00:00:00Z,Gulliver (Portrait of the Artist,1956-01-01T00:00:00Z,Oil and tempera on wood,Oil,58.5,1958-01-01T00:00:00Z,Not on view
Ruben Ortiz,Male,Mexican,1964-01-01T00:00:00Z,Null,Self-Portrait with Disaster and the Earth Trembles in its Center!,1985-01-01T00:00:00Z,Oil and tempera on wood,Oil,1990.189.1,1990-01-01T00:00:00Z,Not on view
Robert Motherwell,Male,American,1915-01-01T00:00:00Z,1991-01-01T00:00:00Z,The Homely Protestant,1948-01-01T00:00:00Z,Oil and tempura on composition board,Oil,"1,987.6",1987-01-01T00:00:00Z,Not on view
Paul Klee,Male,German,1879-01-01T00:00:00Z,1940-01-01T00:00:00Z,Variations (Progressive Motif,1927-01-01T00:00:00Z,Oil and watercolor on canvas,Oil,1984.315.48,1984-01-01T00:00:00Z,On view in Gallery 912
Albert Gleizes,Male,French,1881-01-01T00:00:00Z,1953-01-01T00:00:00Z,Street Scene in Bermuda,1917-01-01T00:00:00Z,Oil and watercolor on cardboard,Oil,64.27.14,1964-01-01T00:00:00Z,Not on view
Steven Hawley,Male,American,1950-01-01T00:00:00Z,Null,Male Nude,1980-01-01T00:00:00Z,Oil and wax alkyd resin on panel,Oil,"1,987.32",1987-01-01T00:00:00Z,Not on view
Eva Elisabeth Holmstrom,Female,Swedish,1953-01-01T00:00:00Z,Null,Gateway II,1988-01-01T00:00:00Z,Oil and wax crayon on paper,Oil,"1,988.202",1988-01-01T00:00:00Z,Not on view
Hunt Slonem,Male,American,1951-01-01T00:00:00Z,Null,St. Martin de Porres,1983-01-01T00:00:00Z,Oil and wax on canvas,Oil,"1,984.44",1984-01-01T00:00:00Z,Not on view
Ida Applebroog,Female,American,1929-01-01T00:00:00Z,Null,Beulahland (For Marilyn Monroe,1987-01-01T00:00:00Z,Oil and wax on canvas,Oil,1988.73.1a/ b,1988-01-01T00:00:00Z,Not on view
Michael David,Male,American,1954-01-01T00:00:00Z,Null,Berlin Gothic,1982-01-01T00:00:00Z,Oil and wax on wood,Oil,"1,983.1",1983-01-01T00:00:00Z,Not on view
Michael David,Male,American,1954-01-01T00:00:00Z,Null,Stigmatic III,1984-01-01T00:00:00Z,Oil and wax on wood,Oil,"1,986.226",1986-01-01T00:00:00Z,Not on view
George Peck,Male,American,1941-01-01T00:00:00Z,Null,In the City III,1984-01-01T00:00:00Z,Oil and wood on canvas,Oil,"1,985.258",1985-01-01T00:00:00Z,Not on view
Jules Olitski,Male,American,1922-01-01T00:00:00Z,2007-01-01T00:00:00Z,Key of Agenor III,1981-01-01T00:00:00Z,Oil base enamel on paper,Oil,"1,983.98",1983-01-01T00:00:00Z,Not on view
Unknown Designer,Unknown,Null,Null,Null,Textile piece,1916-01-01T00:00:00Z,Oil cloth,Oil,X.299,1920-01-01T00:00:00Z,Not on view
Conrad Marca-Relli,Male,American,1913-01-01T00:00:00Z,2000-01-01T00:00:00Z,The Battle,1956-01-01T00:00:00Z,Oil cloth/ tinted canvas/ enamel paint/ and oil on canvas,Oil,56.203,1956-01-01T00:00:00Z,On view in Gallery 921
Luise Kaish,Female,American,1925-01-01T00:00:00Z,Null,H.H.H.,1981-01-01T00:00:00Z,Oil cut and pasted canvas and thread on canvas,Oil,"1,981.392",1981-01-01T00:00:00Z,Not on view
Georges Braque,Male,French,1882-01-01T00:00:00Z,1963-01-01T00:00:00Z,The Studio (Vase before a Window,1939-01-01T00:00:00Z,Oil mixed with sand on canvas,Oil,1993.400.6,1993-01-01T00:00:00Z,On view in Gallery 823
Red Grooms,Male,American,1937-01-01T00:00:00Z,Null,Deco Tango,1962-01-01T00:00:00Z,Oil on aluminum,Oil,"1,999.229",1999-01-01T00:00:00Z,Not on view
Alex Katz,Male,American,1927-01-01T00:00:00Z,Null,Study for Philip Pearlstein (1924,1978-01-01T00:00:00Z,Oil on aluminum cutout,Oil,1979.213.2,1979-01-01T00:00:00Z,Not on view
Alex Katz,Male,American,1927-01-01T00:00:00Z,Null,Philip Pearlstein (1924-),1978-01-01T00:00:00Z,Oil on aluminum cutout painted front and back,Oil,1979.213.1,1979-01-01T00:00:00Z,Not on view
Jim Torok,Male,American,1954-01-01T00:00:00Z,Null,Dual Self-Portrait,2001-01-01T00:00:00Z,Oil on archival polymer,Oil,2002.486a/ b,2002-01-01T00:00:00Z,Not on view
