ARTIST NAME,GENDER,NATIONALITY,BIRTH_YEAR,DEATH_YEAR,OBJECT_TITLE,OBJECT_DATE,MEDIUM,PRIMARY_MEDIUM,ACCESSION_NUMBER,ACCESSION_YEAR,STATUS
Ben Nicholson,Male,British,1894-01-01T00:00:00Z,1982-01-01T00:00:00Z,Coin and Musical Instruments,1933-01-01T00:00:00Z,Oil on board,Oil,2007.247.6,2007-01-01T00:00:00Z,Not on view
I.J. Belmont,Male,American,1877-01-01T00:00:00Z,1964-01-01T00:00:00Z,Ideal Figurative Group,1900-01-01T00:00:00Z,Oil on board,Oil,1979.139.3,1979-01-01T00:00:00Z,Not on view
Chantal Joffe,Female,British,1969-01-01T00:00:00Z,Null,Self-Portrait Sitting on a Striped Chaise Lounge,2012-01-01T00:00:00Z,Oil on board on aluminum strainer,Oil,"2,014.177",2014-01-01T00:00:00Z,Not on view
Arthur Segal,Male,Romanian,1875-01-01T00:00:00Z,1944-01-01T00:00:00Z,Strasse auf Helgoland II,1924-01-01T00:00:00Z,Oil on board with painted frame,Oil,"2,003.598",2003-01-01T00:00:00Z,Not on view
A. Sheldon Pennoyer,Male,American,1888-01-01T00:00:00Z,1957-01-01T00:00:00Z,Church of the Spirito Santo/ Ronda,1926-01-01T00:00:00Z,Oil on canvas,Oil,26.173,1926-01-01T00:00:00Z,Not on view
Aaron A Shikler,Male,American,1922-01-01T00:00:00Z,Null,"The Gold Screen, George Basso at the Organ",1957-01-01T00:00:00Z,Oil on canvas,Oil,57.82,1957-01-01T00:00:00Z,Not on view
Aaron Fink,Male,American,1955-01-01T00:00:00Z,Null,Untitled,1987-01-01T00:00:00Z,Oil on canvas,Oil,"1,989.6",1989-01-01T00:00:00Z,Not on view
Abraham Rattner,Male,American,1893-01-01T00:00:00Z,1978-01-01T00:00:00Z,Woman Cutting Bread,1946-01-01T00:00:00Z,Oil on canvas,Oil,50.33.2,1950-01-01T00:00:00Z,Not on view
Abraham Rattner,Male,American,1893-01-01T00:00:00Z,1978-01-01T00:00:00Z,The Survivors,1942-01-01T00:00:00Z,Oil on canvas,Oil,51.162,1951-01-01T00:00:00Z,Not on view
Ad Reinhardt,Male,American,1913-01-01T00:00:00Z,1967-01-01T00:00:00Z,Red Painting,1952-01-01T00:00:00Z,Oil on canvas,Oil,68.85,1968-01-01T00:00:00Z,Not on view
Ad Reinhardt,Male,American,1913-01-01T00:00:00Z,1967-01-01T00:00:00Z,"Abstract Painting, Gray ",1950-01-01T00:00:00Z,Oil on canvas,Oil,"1,976.352",1976-01-01T00:00:00Z,Not on view
Adan Hernandez,Male,American,1951-01-01T00:00:00Z,Null,There is a River,1991-01-01T00:00:00Z,Oil on canvas,Oil,1991.140.1,1991-01-01T00:00:00Z,Not on view
Adolph Gottlieb,Male,American,1903-01-01T00:00:00Z,1974-01-01T00:00:00Z,T,1950-01-01T00:00:00Z,Oil on canvas,Oil,52.213,1952-01-01T00:00:00Z,Not on view
Adolph Gottlieb,Male,American,1903-01-01T00:00:00Z,1974-01-01T00:00:00Z,Thrust,1959-01-01T00:00:00Z,Oil on canvas,Oil,59.164,1959-01-01T00:00:00Z,Not on view
Adolph Gottlieb,Male,American,1903-01-01T00:00:00Z,1974-01-01T00:00:00Z,Cool Note,1965-01-01T00:00:00Z,Oil on canvas,Oil,1975.189.4,1975-01-01T00:00:00Z,Not on view
Adolph Gottlieb,Male,American,1903-01-01T00:00:00Z,1974-01-01T00:00:00Z,Solitary,1957-01-01T00:00:00Z,Oil on canvas,Oil,"1,981.42",1981-01-01T00:00:00Z,Not on view
Afro,Male,Italian,1912-01-01T00:00:00Z,1976-01-01T00:00:00Z,Per non Dimenticare,1955-01-01T00:00:00Z,Oil on canvas,Oil,1991.129.1,1991-01-01T00:00:00Z,Not on view
Afro,Male,Italian,1912-01-01T00:00:00Z,1976-01-01T00:00:00Z,Untitled,1952-01-01T00:00:00Z,Oil on canvas,Oil,"1,993.499",1993-01-01T00:00:00Z,Not on view
Albert André,Male,French,1869-01-01T00:00:00Z,1954-01-01T00:00:00Z,The Masons,1926-01-01T00:00:00Z,Oil on canvas,Oil,67.187.50,1967-01-01T00:00:00Z,Not on view
Albert Eugene Gallatin,Male,American,1881-01-01T00:00:00Z,1952-01-01T00:00:00Z,Parallel Forms II,1941-01-01T00:00:00Z,Oil on canvas,Oil,52.174,1952-01-01T00:00:00Z,Not on view
Albert Eugene Gallatin,Male,American,1881-01-01T00:00:00Z,1952-01-01T00:00:00Z,Number 28 (Still Life,1940-01-01T00:00:00Z,Oil on canvas,Oil,1985.440.2,1985-01-01T00:00:00Z,Not on view
Albert Marquet,Male,French,1875-01-01T00:00:00Z,1947-01-01T00:00:00Z,The Pont Neuf/ ,1935-01-01T00:00:00Z,Oil on canvas,Oil,66.5,1966-01-01T00:00:00Z,Not on view
Albert Marquet,Male,French,1875-01-01T00:00:00Z,1947-01-01T00:00:00Z,View from a Balcony,1945-01-01T00:00:00Z,Oil on canvas,Oil,1998.412.2,1998-01-01T00:00:00Z,Not on view
Alberto Giacometti,Male,Swiss,1901-01-01T00:00:00Z,1966-01-01T00:00:00Z,Annette,1961-01-01T00:00:00Z,Oil on canvas,Oil,1999.363.26,1999-01-01T00:00:00Z,On view in Gallery 907
Alberto Giacometti,Male,Swiss,1901-01-01T00:00:00Z,1966-01-01T00:00:00Z,Still Life with an Apple,1937-01-01T00:00:00Z,Oil on canvas,Oil,2002.456.3,2002-01-01T00:00:00Z,Not on view
Aldro T Hibbard,Male,American,1886-01-01T00:00:00Z,1972-01-01T00:00:00Z,Hills of Vermont,1922-01-01T00:00:00Z,Oil on canvas,Oil,23.256.2,1923-01-01T00:00:00Z,Not on view
Alejandro Arango,Male,Mexican,1950-01-01T00:00:00Z,Null,Invocation,1988-01-01T00:00:00Z,Oil on canvas,Oil,1990.26.1,1990-01-01T00:00:00Z,Not on view
Alex Katz,Male,American,1927-01-01T00:00:00Z,Null,Black and Brown Blouse,1976-01-01T00:00:00Z,Oil on canvas,Oil,"1,978.9",1978-01-01T00:00:00Z,On view in Gallery 915
Alex Katz,Male,American,1927-01-01T00:00:00Z,Null,Face of a Poet,1972-01-01T00:00:00Z,Oil on canvas,Oil,"1,986.363",1986-01-01T00:00:00Z,Not on view
Alexander Brook,Male,American,1898-01-01T00:00:00Z,1980-01-01T00:00:00Z,My Son Sandy,1932-01-01T00:00:00Z,Oil on canvas,Oil,33.106,1933-01-01T00:00:00Z,Not on view
Alexander Brook,Male,American,1898-01-01T00:00:00Z,1980-01-01T00:00:00Z,Jane Bouch√©,1934-01-01T00:00:00Z,Oil on canvas,Oil,"1,992.206",1992-01-01T00:00:00Z,Not on view
Alexander Liberman,Male,American,1912-01-01T00:00:00Z,1999-01-01T00:00:00Z,Blue Dominants,1959-01-01T00:00:00Z,Oil on canvas,Oil,1975.424.1,1975-01-01T00:00:00Z,Not on view
Alfred Maurer,Male,American,1868-01-01T00:00:00Z,1932-01-01T00:00:00Z,Still Life with Fish,1927-01-01T00:00:00Z,Oil on canvas,Oil,55.1,1955-01-01T00:00:00Z,Not on view
Alfred Munnings,Male,British,1878-01-01T00:00:00Z,1959-01-01T00:00:00Z,Two Race Horses Walking Down Past the Post,1935-01-01T00:00:00Z,Oil on canvas,Oil,1976.201.21,1976-01-01T00:00:00Z,Not on view
Algernon Newton RA,Male,British,1880-01-01T00:00:00Z,1968-01-01T00:00:00Z,Stormy Sunset on the East Coast,1939-01-01T00:00:00Z,Oil on canvas,Oil,"2,011.4",2011-01-01T00:00:00Z,Not on view
Altoon Sultan,Male,American,1948-01-01T00:00:00Z,Null,Heifers/ Pawlet/ Vermont,1987-01-01T00:00:00Z,Oil on canvas,Oil,"1,988.59",1988-01-01T00:00:00Z,Not on view
Amedeo Modigliani,Male,Italian,1884-01-01T00:00:00Z,1920-01-01T00:00:00Z,The Italian Woman,1917-01-01T00:00:00Z,Oil on canvas,Oil,56.4,1956-01-01T00:00:00Z,Not on view
Amedeo Modigliani,Male,Italian,1884-01-01T00:00:00Z,1920-01-01T00:00:00Z,Jeanne H√©buterne (1898-1920),1919-01-01T00:00:00Z,Oil on canvas,Oil,56.184.2,1956-01-01T00:00:00Z,Not on view
Amedeo Modigliani,Male,Italian,1884-01-01T00:00:00Z,1920-01-01T00:00:00Z,Girl in a Sailor's Blouse,1918-01-01T00:00:00Z,Oil on canvas,Oil,60.118,1960-01-01T00:00:00Z,Not on view
Amedeo Modigliani,Male,Italian,1884-01-01T00:00:00Z,1920-01-01T00:00:00Z,Juan Gris (1887-1927),1915-01-01T00:00:00Z,Oil on canvas,Oil,67.187.85,1967-01-01T00:00:00Z,Not on view
Amedeo Modigliani,Male,Italian,1884-01-01T00:00:00Z,1920-01-01T00:00:00Z,Flower Vendor,1919-01-01T00:00:00Z,Oil on canvas,Oil,1996.403.9,1996-01-01T00:00:00Z,Not on view
Amedeo Modigliani,Male,Italian,1884-01-01T00:00:00Z,1920-01-01T00:00:00Z,Reclining Nude,1917-01-01T00:00:00Z,Oil on canvas,Oil,1997.149.9,1997-01-01T00:00:00Z,On view in Gallery 913
Amedeo Modigliani,Male,Italian,1884-01-01T00:00:00Z,1920-01-01T00:00:00Z,Boy in a Striped Sweater,1918-01-01T00:00:00Z,Oil on canvas,Oil,1999.363.56,1999-01-01T00:00:00Z,Not on view
Amy Weiskopf,Male,American,1957-01-01T00:00:00Z,Null,Still Life with a Clock,1986-01-01T00:00:00Z,Oil on canvas,Oil,1991.175.8,1991-01-01T00:00:00Z,Not on view
André Derain,Male,French,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z,The Table,1911-01-01T00:00:00Z,Oil on canvas,Oil,54.79,1954-01-01T00:00:00Z,Not on view
André Derain,Male,French,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z,Pitcher and Dishes,1912-01-01T00:00:00Z,Oil on canvas,Oil,64.27.15,1964-01-01T00:00:00Z,Not on view
André Derain,Male,French,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z,Rita van Leer,1928-01-01T00:00:00Z,Oil on canvas,Oil,67.187.63,1967-01-01T00:00:00Z,Not on view
André Derain,Male,French,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z,Lucien Gilbert,1905-01-01T00:00:00Z,Oil on canvas,Oil,"1,975.169",1975-01-01T00:00:00Z,On view in Gallery 830
André Derain,Male,French,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z,Fishing Boats/ Collioure,1905-01-01T00:00:00Z,Oil on canvas,Oil,1982.179.29,1982-01-01T00:00:00Z,On view in Gallery 830
André Derain,Male,French,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z,Nude,1923-01-01T00:00:00Z,Oil on canvas,Oil,1984.433.10,1984-01-01T00:00:00Z,Not on view
André Derain,Male,French,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z,Landscape: Camiers,1911-01-01T00:00:00Z,Oil on canvas,Oil,1984.433.9,1984-01-01T00:00:00Z,Not on view
André Derain,Male,French,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z,Mo√Øse Kisling (1891-1953),1921-01-01T00:00:00Z,Oil on canvas,Oil,1993.89.1,1993-01-01T00:00:00Z,Not on view
André Derain,Male,French,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z,Regent Street/ London,1906-01-01T00:00:00Z,Oil on canvas,Oil,1999.363.18,1999-01-01T00:00:00Z,On view in Gallery 904
André Derain,Male,French,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z,The Black Feather Boa,1935-01-01T00:00:00Z,Oil on canvas,Oil,2002.456.10,2002-01-01T00:00:00Z,Not on view
André Derain,Male,French,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z,The Sunken Path/ L'Estaque,1906-01-01T00:00:00Z,Oil on canvas,Oil,"2,003.253",2003-01-01T00:00:00Z,Not on view
André Derain,Male,French,1880-01-01T00:00:00Z,1954-01-01T00:00:00Z,Plate of Peaches,1907-01-01T00:00:00Z,Oil on canvas,Oil,2007.332.2,2007-01-01T00:00:00Z,Not on view
André-Dunoyer de Segonzac,Male,French,1884-01-01T00:00:00Z,1974-01-01T00:00:00Z,Model Dressing,1912-01-01T00:00:00Z,Oil on canvas,Oil,67.187.100,1967-01-01T00:00:00Z,Not on view
André Ruellan,Male,American,1905-01-01T00:00:00Z,2006-01-01T00:00:00Z,Market Place,1939-01-01T00:00:00Z,Oil on canvas,Oil,40.83,1940-01-01T00:00:00Z,Not on view
Andrew Michael Dasburg,Male,American,1887-01-01T00:00:00Z,1979-01-01T00:00:00Z,Road to Lamy/ New Mexico,1923-01-01T00:00:00Z,Oil on canvas,Oil,51.19,1951-01-01T00:00:00Z,Not on view
Andrew Michael Dasburg,Male,American,1887-01-01T00:00:00Z,1979-01-01T00:00:00Z,Ducks,1927-01-01T00:00:00Z,Oil on canvas,Oil,52.205.1,1952-01-01T00:00:00Z,Not on view
Andrew Spence,Male,American,1947-01-01T00:00:00Z,Null,China,1991-01-01T00:00:00Z,Oil on canvas,Oil,1995.437ab,1995-01-01T00:00:00Z,Not on view
Angelo Ippolito,Male,American,1922-01-01T00:00:00Z,2001-01-01T00:00:00Z,Regatta No. 6,1986-01-01T00:00:00Z,Oil on canvas,Oil,1988.235.1,1988-01-01T00:00:00Z,Not on view
Antonio Henrique Amaral,Male,Brazilian,1935-01-01T00:00:00Z,Null,Landscape with Knives,1993-01-01T00:00:00Z,Oil on canvas,Oil,1993.497.1,1993-01-01T00:00:00Z,Not on view
Anwar Jalal Shemza,Male,Pakistani,1928-01-01T00:00:00Z,1985-01-01T00:00:00Z,The Table,1958-01-01T00:00:00Z,Oil on canvas,Oil,"2,013.262",2013-01-01T00:00:00Z,Not on view
Anwar Jalal Shemza,Male,Pakistani,1928-01-01T00:00:00Z,1985-01-01T00:00:00Z,Love Letter I,1969-01-01T00:00:00Z,Oil on canvas,Oil,"2,013.263",2013-01-01T00:00:00Z,Not on view
Arbit Blatas,Male,American,1908-01-01T00:00:00Z,1999-01-01T00:00:00Z,Four Figures in a Bistro,1952-01-01T00:00:00Z,Oil on canvas,Oil,54.54,1954-01-01T00:00:00Z,Not on view
Arnaldo Roche Rabell,Male,American,1955-01-01T00:00:00Z,Null,You Know I Am Aware,1990-01-01T00:00:00Z,Oil on canvas,Oil,"1,990.252",1990-01-01T00:00:00Z,Not on view
Arnold Friedman,Male,American,1879-01-01T00:00:00Z,1946-01-01T00:00:00Z,Unemployable,1937-01-01T00:00:00Z,Oil on canvas,Oil,40.49,1940-01-01T00:00:00Z,Not on view
Arnold Friedman,Male,American,1879-01-01T00:00:00Z,1946-01-01T00:00:00Z,My Wife,1925-01-01T00:00:00Z,Oil on canvas,Oil,"1,987.187",1987-01-01T00:00:00Z,Not on view
Arshile Gorky,Male,American,1904-01-01T00:00:00Z,1948-01-01T00:00:00Z,Water of the Flowery Mill,1944-01-01T00:00:00Z,Oil on canvas,Oil,56.205.1,1956-01-01T00:00:00Z,On view in Gallery 913
Arshile Gorky,Male,American,1904-01-01T00:00:00Z,1948-01-01T00:00:00Z,Landscape,1933-01-01T00:00:00Z,Oil on canvas,Oil,64.177,1964-01-01T00:00:00Z,Not on view
Arshile Gorky,Male,American,1904-01-01T00:00:00Z,1948-01-01T00:00:00Z,Self-Portrait at the Age of Nine,1928-01-01T00:00:00Z,Oil on canvas,Oil,"2,002.145",2002-01-01T00:00:00Z,Not on view
Arthur B. Carles,Male,American,1882-01-01T00:00:00Z,1952-01-01T00:00:00Z,The Church,1910-01-01T00:00:00Z,Oil on canvas,Oil,62.203,1962-01-01T00:00:00Z,Not on view
Arthur B. Carles,Male,American,1882-01-01T00:00:00Z,1952-01-01T00:00:00Z,White Abstraction,1935-01-01T00:00:00Z,Oil on canvas,Oil,1976.250.3,1976-01-01T00:00:00Z,Not on view
Arthur Osver,Male,American,1912-01-01T00:00:00Z,2006-01-01T00:00:00Z,Two Ventilators,1947-01-01T00:00:00Z,Oil on canvas,Oil,50.35,1950-01-01T00:00:00Z,Not on view
Arturo Elizondo,Male,Mexican,1956-01-01T00:00:00Z,Null,Young Kafka/ a Dalai Lama,1995-01-01T00:00:00Z,Oil on canvas,Oil,"1,995.334",1995-01-01T00:00:00Z,Not on view
Arturo Rodriguez,Male,American,1956-01-01T00:00:00Z,Null,The World's Great Theater,1986-01-01T00:00:00Z,Oil on canvas,Oil,"1,987.36",1987-01-01T00:00:00Z,Not on view
Attilio Salemme,Male,American,1911-01-01T00:00:00Z,1955-01-01T00:00:00Z,Caught in the Equinox,1953-01-01T00:00:00Z,Oil on canvas,Oil,53.184,1953-01-01T00:00:00Z,Not on view
Augustus John,Male,British,1878-01-01T00:00:00Z,1961-01-01T00:00:00Z,Self-Portrait,1940-01-01T00:00:00Z,Oil on canvas,Oil,61.101.10,1961-01-01T00:00:00Z,Not on view
Augustus John,Male,British,1878-01-01T00:00:00Z,1961-01-01T00:00:00Z,Canadian Soldier,1917-01-01T00:00:00Z,Oil on canvas,Oil,61.101.11,1961-01-01T00:00:00Z,Not on view
Augustus John,Male,British,1878-01-01T00:00:00Z,1961-01-01T00:00:00Z,Sean O'Casey,1926-01-01T00:00:00Z,Oil on canvas,Oil,61.101.9,1961-01-01T00:00:00Z,Not on view
Balthus,Male,French,1908-01-01T00:00:00Z,2001-01-01T00:00:00Z,The Mountain,1936-01-01T00:00:00Z,Oil on canvas,Oil,"1,982.53",1982-01-01T00:00:00Z,On view in Gallery 900
Balthus,Male,French,1908-01-01T00:00:00Z,2001-01-01T00:00:00Z,Summertime,1935-01-01T00:00:00Z,Oil on canvas,Oil,"1,996.176",1996-01-01T00:00:00Z,Not on view
Balthus,Male,French,1908-01-01T00:00:00Z,2001-01-01T00:00:00Z,Th√©r√®se Dreaming,1938-01-01T00:00:00Z,Oil on canvas,Oil,1999.363.2,1999-01-01T00:00:00Z,On view in Gallery 907
Balthus,Male,French,1908-01-01T00:00:00Z,2001-01-01T00:00:00Z,Girl at a Window,1957-01-01T00:00:00Z,Oil on canvas,Oil,1999.363.3,1999-01-01T00:00:00Z,On view in Gallery 907
Balthus,Male,French,1908-01-01T00:00:00Z,2001-01-01T00:00:00Z,Pierre Matisse,1938-01-01T00:00:00Z,Oil on canvas,Oil,2002.456.7,2002-01-01T00:00:00Z,Not on view
Balthus,Male,French,1908-01-01T00:00:00Z,2001-01-01T00:00:00Z,Lelia Caetani,1935-01-01T00:00:00Z,Oil on canvas,Oil,"2,011.602",2011-01-01T00:00:00Z,Not on view
Barnett Newman,Male,American,1905-01-01T00:00:00Z,1970-01-01T00:00:00Z,The Station,1963-01-01T00:00:00Z,Oil on canvas,Oil,1975.189.1,1975-01-01T00:00:00Z,Not on view
Barnett Newman,Male,American,1905-01-01T00:00:00Z,1970-01-01T00:00:00Z,Shimmer Bright,1968-01-01T00:00:00Z,Oil on canvas,Oil,"1,991.183",1991-01-01T00:00:00Z,Not on view
Beauford Delaney,Male,American,1901-01-01T00:00:00Z,1979-01-01T00:00:00Z,Stanislas Rodanski,1963-01-01T00:00:00Z,Oil on canvas,Oil,"1,992.296",1992-01-01T00:00:00Z,Not on view
Ben Benn,Male,American,1884-01-01T00:00:00Z,1983-01-01T00:00:00Z,Still Life,1941-01-01T00:00:00Z,Oil on canvas,Oil,43.47.7,1943-01-01T00:00:00Z,Not on view
Bernard Childs,Male,American,1910-01-01T00:00:00Z,1985-01-01T00:00:00Z,The Mathematician,1959-01-01T00:00:00Z,Oil on canvas,Oil,"2,000.429",2000-01-01T00:00:00Z,Not on view
Bernard Karfiol,Male,American,1886-01-01T00:00:00Z,1952-01-01T00:00:00Z,Hills,1931-01-01T00:00:00Z,Oil on canvas,Oil,32.83.1,1932-01-01T00:00:00Z,Not on view
Bernard Karfiol,Male,American,1886-01-01T00:00:00Z,1952-01-01T00:00:00Z,Cuban Nude,1935-01-01T00:00:00Z,Oil on canvas,Oil,37.76,1937-01-01T00:00:00Z,Not on view
Bernard Karfiol,Male,American,1886-01-01T00:00:00Z,1952-01-01T00:00:00Z,Reclining Nude After Goya's Maja,Null,Oil on canvas,Oil,1986.253.2,1986-01-01T00:00:00Z,Not on view
Bernard Karfiol,Male,American,1886-01-01T00:00:00Z,1952-01-01T00:00:00Z,Standing Nude,1923-01-01T00:00:00Z,Oil on canvas,Oil,"1,989.398",1989-01-01T00:00:00Z,Not on view
Carl A. Morris,Male,American,1911-01-01T00:00:00Z,1993-01-01T00:00:00Z,Industrial Facade,1955-01-01T00:00:00Z,Oil on canvas,Oil,57.79,1957-01-01T00:00:00Z,Not on view
Carlos Baca-Flor,Male,Peruvian,1869-01-01T00:00:00Z,1941-01-01T00:00:00Z,The Honorable Joseph Hodges Choate,1911-01-01T00:00:00Z,Oil on canvas,Oil,30.22,1930-01-01T00:00:00Z,Not on view
Carlos Baca-Flor,Male,Peruvian,1869-01-01T00:00:00Z,1941-01-01T00:00:00Z,J. Pierpont Morgan,1914-01-01T00:00:00Z,Oil on canvas,Oil,39.119,1939-01-01T00:00:00Z,Not on view
Carlyle Brown,Male,American,1919-01-01T00:00:00Z,1963-01-01T00:00:00Z,Table with Figs and Lemons,1952-01-01T00:00:00Z,Oil on canvas,Oil,52.162,1952-01-01T00:00:00Z,Not on view
Cedric Morris,Male,British,1889-01-01T00:00:00Z,1982-01-01T00:00:00Z,Succulents on an African Stool,1945-01-01T00:00:00Z,Oil on canvas,Oil,"1,994.273",1994-01-01T00:00:00Z,Not on view
Cedric Morris,Male,British,1889-01-01T00:00:00Z,1982-01-01T00:00:00Z,Hilaire Hiler at the Piano,1921-01-01T00:00:00Z,Oil on canvas,Oil,"1,996.46",1996-01-01T00:00:00Z,Not on view
Cedric Morris,Male,British,1889-01-01T00:00:00Z,1982-01-01T00:00:00Z,Storm Prelude,1931-01-01T00:00:00Z,Oil on canvas,Oil,"1,997.211",1997-01-01T00:00:00Z,Not on view
Chaim Goldberg,Male,Israeli,1917-01-01T00:00:00Z,2004-01-01T00:00:00Z,Shtetl,1962-01-01T00:00:00Z,Oil on canvas,Oil,"1,971.107",1971-01-01T00:00:00Z,Not on view
Chaim Soutine,Male,French,1893-01-01T00:00:00Z,1943-01-01T00:00:00Z,Man with Horse,1920-01-01T00:00:00Z,Oil on canvas,Oil,67.187.104,1967-01-01T00:00:00Z,Not on view
Chaim Soutine,Male,French,1893-01-01T00:00:00Z,1943-01-01T00:00:00Z,Fish,1918-01-01T00:00:00Z,Oil on canvas,Oil,67.187.105,1967-01-01T00:00:00Z,Not on view
Chaim Soutine,Male,French,1893-01-01T00:00:00Z,1943-01-01T00:00:00Z,Apples,1917-01-01T00:00:00Z,Oil on canvas,Oil,67.187.106,1967-01-01T00:00:00Z,Not on view
Chaim Soutine,Male,French,1893-01-01T00:00:00Z,1943-01-01T00:00:00Z,Madeleine Castaing,1929-01-01T00:00:00Z,Oil on canvas,Oil,67.187.107,1967-01-01T00:00:00Z,Not on view
Chaim Soutine,Male,French,1893-01-01T00:00:00Z,1943-01-01T00:00:00Z,The Red Blouse,1925-01-01T00:00:00Z,Oil on canvas,Oil,1993.89.4,1993-01-01T00:00:00Z,Not on view
Chaim Soutine,Male,French,1893-01-01T00:00:00Z,1943-01-01T00:00:00Z,The Ray,1924-01-01T00:00:00Z,Oil on canvas,Oil,1997.149.1,1997-01-01T00:00:00Z,Not on view
Chaim Soutine,Male,French,1893-01-01T00:00:00Z,1943-01-01T00:00:00Z,View of Cagnes,1924-01-01T00:00:00Z,Oil on canvas,Oil,1997.149.2,1997-01-01T00:00:00Z,On view in Gallery 900
Charles Bittinger,Male,American,1879-01-01T00:00:00Z,1970-01-01T00:00:00Z,The Boston Athenaeum,1922-01-01T00:00:00Z,Oil on canvas,Oil,23.256.1,1923-01-01T00:00:00Z,Not on view
Charles Burchfield,Male,American,1893-01-01T00:00:00Z,1967-01-01T00:00:00Z,November Evening,1934-01-01T00:00:00Z,Oil on canvas,Oil,34.43,1934-01-01T00:00:00Z,Not on view
Charles Garabedian,Male,American,1923-01-01T00:00:00Z,Null,The Bartender at Rest,1964-01-01T00:00:00Z,Oil on canvas,Oil,"1,983.26",1983-01-01T00:00:00Z,Not on view
Charles Henry Alston,Male,American,1907-01-01T00:00:00Z,1977-01-01T00:00:00Z,Painting,1950-01-01T00:00:00Z,Oil on canvas,Oil,51.18,1951-01-01T00:00:00Z,Not on view
Charles Houghten Howard,Male,American,1899-01-01T00:00:00Z,1978-01-01T00:00:00Z,Prescience,1942-01-01T00:00:00Z,Oil on canvas,Oil,42.163,1942-01-01T00:00:00Z,Not on view
Charles Shaw,Male,American,1892-01-01T00:00:00Z,1974-01-01T00:00:00Z,Night Watch,1950-01-01T00:00:00Z,Oil on canvas,Oil,55.21,1955-01-01T00:00:00Z,Not on view
Charles Sheeler,Male,American,1883-01-01T00:00:00Z,1965-01-01T00:00:00Z,Water,1945-01-01T00:00:00Z,Oil on canvas,Oil,49.128,1949-01-01T00:00:00Z,On view in Gallery 903
Charles Sheeler,Male,American,1883-01-01T00:00:00Z,1965-01-01T00:00:00Z,Golden Gate,1955-01-01T00:00:00Z,Oil on canvas,Oil,55.99,1955-01-01T00:00:00Z,Not on view
Charles Sheeler,Male,American,1883-01-01T00:00:00Z,1965-01-01T00:00:00Z,Americana,1931-01-01T00:00:00Z,Oil on canvas,Oil,1992.24.8,1992-01-01T00:00:00Z,On view in Gallery 757
Charles Shepard Chapman,Male,American,1879-01-01T00:00:00Z,1962-01-01T00:00:00Z,In the Deep Woods,1917-01-01T00:00:00Z,Oil on canvas,Oil,17.8,1917-01-01T00:00:00Z,Not on view
Christian Peltenburg-Brechneff,Male,Swiss,1950-01-01T00:00:00Z,Null,Tree Painting/ Number 1,1990-01-01T00:00:00Z,Oil on canvas,Oil,"1,991.107",1991-01-01T00:00:00Z,Not on view
Christopher Brown,Male,American,1951-01-01T00:00:00Z,Null,Dutch Daybreak,1990-01-01T00:00:00Z,Oil on canvas,Oil,"1,990.263",1990-01-01T00:00:00Z,Not on view
Chuck Connelly,Male,American,1955-01-01T00:00:00Z,Null,Ausburg,1983-01-01T00:00:00Z,Oil on canvas,Oil,"1,984.108",1984-01-01T00:00:00Z,Not on view
Ciel Bergman,Male,American,1938-01-01T00:00:00Z,Null,Iatric,1983-01-01T00:00:00Z,Oil on canvas,Oil,"1986.420a, c",1986-01-01T00:00:00Z,Not on view
Clarence Holbrook Carter,Male,American,1904-01-01T00:00:00Z,2000-01-01T00:00:00Z,The Creepers,1935-01-01T00:00:00Z,Oil on canvas,Oil,37.151,1937-01-01T00:00:00Z,Not on view
Cleve Gray,Male,American,1918-01-01T00:00:00Z,2004-01-01T00:00:00Z,Which Was/ and Is/ and Is to Come,1953-01-01T00:00:00Z,Oil on canvas,Oil,54.146,1954-01-01T00:00:00Z,Not on view
Clyfford Still,Male,American,1904-01-01T00:00:00Z,1980-01-01T00:00:00Z,Untitled,1946-01-01T00:00:00Z,Oil on canvas,Oil,"1,977.174",1977-01-01T00:00:00Z,Not on view
